Obs_num,Long,Lat,Country,start_date,end_date,land_cover,land_use,textures,textures_gen,texture_class,soil_other,Annual_precipitation,Precip_intensity,Slope_gradient,method,process,scale,study_area_ha,obs_count,Rslt_Mean,Rslt_Med,Rslt_Net,Rslt_Vol,Rslt_Vis,Source_ref,Collector_Ref,Link
530,-2.522775123,54.81223173,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
531,-2.60123691,54.85680111,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,6,0.96,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
532,-2.601906419,54.9017303,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,85.1,13.616,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
533,-2.526286781,55.08180741,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
534,-2.440587423,54.40815103,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,2.5,0.4,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
535,-2.363557674,54.40840762,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
536,-2.365560216,54.63307479,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,88.4,14.144,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
537,-2.443503251,54.67774807,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,4446.3,711.408,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
538,-2.443993933,54.72267972,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humo-ferric gley-podzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,4841.5,2081.845,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
539,-2.365964049,54.67800721,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,355,56.8,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
540,-2.366368999,54.72293929,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
541,-2.444485975,54.76761104,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
542,-2.447968767,55.08212079,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,47.6,7.616,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
543,-2.449989645,55.26183324,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.3,0.048,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
544,-2.371317142,55.26209803,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.3,0.126,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
545,-2.286526832,54.40861508,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,230.6,36.896,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
546,-2.209724772,54.45370813,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,375.9,60.144,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
547,-2.21018596,54.54357655,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
548,-2.288105396,54.63328397,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,13.2,2.112,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
549,-2.210649698,54.63344362,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
550,-2.288423729,54.67821673,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,143.5,60.27,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
551,-2.288742943,54.72314916,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,1700.9,272.144,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
552,-2.211116003,54.72330934,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,205.7,32.912,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
553,-2.289063042,54.76808126,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,81.3,13.008,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
554,-2.289384028,54.81301301,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,50.3,8.048,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
555,-2.289705906,54.85794443,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
556,-2.211820318,54.85810541,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.1,0.05,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
557,-2.291984285,55.17245498,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnogley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
558,-2.213486735,55.17261784,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
559,-2.292643465,55.26231212,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
560,-2.213727462,55.21754685,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,2.8,2.128,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
561,-2.213968863,55.26247552,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,1,0.42,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
562,-2.132462794,54.40888263,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Brown rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,1.8,1.656,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
563,-2.132608103,54.45381752,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
564,-2.055430062,54.40894271,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
565,-2.055491034,54.4538777,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.6,0.252,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
566,-2.132753813,54.49875208,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,1,0.16,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
567,-2.132899924,54.5436863,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,3.3,0.528,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
568,-2.055613484,54.54374668,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
569,-2.133340683,54.67848694,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
570,-2.055798429,54.67854762,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,284.9,45.584,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
571,-2.055860419,54.7234806,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
572,-2.133785111,54.81328457,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,446.8,71.488,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
573,-2.05592258,54.76841324,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,68.3,35.516,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
574,-2.055984914,54.81334555,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.2,0.084,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
575,-2.133934076,54.85821644,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,3.5,1.47,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
